"","BUS_STOP_N","BUS_ROOF_N","LOC_DESC","LONGITUDE","LATITUDE"
"1492","54081","B07","TECK GHEE CT",103.847936277999,1.36357997775447
"1493","98199","B01","AFT LOYANG WAY",103.971851807749,1.38495579218893
"1494","84079","B09","SIGLAP CC / OPP BLK 71",103.943322216374,1.32099741375532
"1495","01139","B11","PARKVIEW SQ",103.857201637124,1.3003738917188
"1496","49059","B10","AFT LCS OPTIROC PTE LTD",103.750191305949,1.42319684802709
"1497","49029","B04","SIT LEY TIMBER",103.75189885669,1.41357577301766
"1498","46511","B01","MARSILING PR SCH",103.772573019837,1.4343628397898
"1499","99139","B01","BLK 5",103.987222641218,1.38826044078593
"1500","06039","B01","BLK 8",103.839779085261,1.28711947392137
"1501","30011","B24","TENGAH AIR BASE",103.71428812938,1.37369602158063
"1502","10079","B06","BLK 201",103.82714566467,1.28036833445524
"1503","54489","B13","OPP ITE COLLEGE CTRL",103.855781000967,1.37564892258713
"1504","29051","B21","OPP CALTEX S'PORE",103.74290474585,1.30454795978618
"1505","23061","B08","AFT KIAN TECK RD",103.686496520832,1.32951154189363
"1506","83169","B06","BEF STILL RD",103.906907955822,1.31431753637307
"1507","33019","B20","B20 LIM CHU KANG RD",103.702146345044,1.41916887085619
"1508","22419","B01","JURONG WEST SUB-STN",103.702929657629,1.34623472100869
"1509","14139","B06","BEF SEAH IM RD",103.816247570177,1.26839634011616
"1510","83271","B04","AFT SWAN LAKE AVE",103.925946095689,1.3192949705386
"1511","25061","B05","KYOCERA CHEMICAL",103.645263961244,1.32757978190949
"1512","40121","B01","OPP NEWTON LIFE CH",103.840585815175,1.31464505672696
"1513","49171","B02","OPP SHINGDA CONSTRUCTION",103.75089425941,1.43470904851115
"1514","55199","B01","BLK 645",103.842611698264,1.3795263067143
"1515","22231","B01","BLK 639",103.697147380872,1.34085899240249
"1516","66439","B04","BLK 504A CP",103.875517180743,1.37389119759218
"1517","43199","B04","CH OF ST MARY",103.759260095572,1.34665596379624
"1518","76291","B01","ANGSANA PR SCH",103.951197062241,1.34880493867627
"1519","13171","B03","GRAMERCY PK",103.826757140284,1.29903925202212
"1520","78209","B03","BLK 242",103.962189584683,1.371266164853
"1521","46769","B03","BLK 666",103.797764325411,1.43948506670049
"1522","55371","B05","AFT LENTOR ST",103.83441954738,1.3886665224222
"1523","23249","B10","BEF BENOI RD",103.67920354815,1.30980653906825
"1524","82129","B04","TG KATONG SEC SCH",103.896555070912,1.30944090680519
"1525","52399","B04","BLK 231",103.859719766921,1.33701878941761
"1526","28111","B01","AFT BT BATOK RD",103.735827289101,1.34789890272804
"1527","66309","B05","BLK 112",103.87191482811,1.36931819096601
"1528","11231","B09","AFT ESTORIL MANSIONS",103.801105189796,1.31120525029676
"1529","14359","B01","BLK 50",103.810333043815,1.27288418903809
"1530","64549","B03","OPP HOUGANG CTRL INT",103.891728341851,1.3714006144172
"1531","14129","B04","HARBOURFRONT STN EXIT A",103.820091479867,1.26595829208461
"1532","46239","NA","LARKIN TER",103.7431793732,1.49543937779493
"1533","23169","B13","BEF KIAN TECK RD",103.688573194301,1.32766358224266
"1534","95109","NIL","CHANGI AIRPORT PTB3",103.987342656873,1.35602005427561
"1535","10139","B16","BLK 1",103.808283539403,1.2863004144149
"1536","46851","B01","BLK 664",103.797615246696,1.43605651798193
"1537","06081","B03A","BLK 94",103.833524665859,1.28812694094501
"1538","58051","B29","BLK 592C",103.828464610873,1.45090935322709
"1539","05069","B09A","OUTRAM PK STN EXIT H",103.840242485487,1.28020660496519
"1540","10021","B05","BLK 3",103.838336078005,1.27746288557548
"1541","97179","B06","SATS CATERING",103.969967995242,1.34550070724291
"1542","22049","B04","BEF TG KLING RD",103.701222849862,1.31361554315432
"1543","11321","B08","OPP REGENT VILLA",103.790095541385,1.32125058517882
"1544","52191","B04","BLK 138B",103.846057747552,1.33642279340056
"1545","26409","NIL","MULTICO",103.630237288159,1.28914153015565
"1546","43171","B10","BLK 229",103.75454842084,1.34858698322521
"1547","22039","B17","MARKONO HOLDINGS",103.698704340653,1.3228401153496
"1548","09111","B03","OPP FOUR SEASONS HOTEL",103.828925985499,1.30454453837823
"1549","84681","B14","BLK 163",103.947027202442,1.32025996326248
"1550","12209","B02","OPP LOGISHUB @ CLEMENTI",103.764334632513,1.32632805847858
"1551","16891","B01","OPP BLK 420A",103.768166108037,1.30986960917631
"1552","26031","B05","HIAP SENG ENGRG LTD",103.645216753729,1.31543878305675
"1553","78189","B04","OPP BLK 187",103.958986572615,1.36457284442218
"1554","11151","B07","BLK 42",103.802368848556,1.2985785236668
"1555","75299","B06","BEF TAMPINES AVE 9",103.931064368851,1.36250773056604
"1556","11551","B03","TIONG GHEE TP",103.804031528349,1.29123925672885
"1557","78199","B06","OPP WHITE SANDS PRI SCH",103.961863379179,1.36467945186685
"1558","32061","B25","OPP LP 173",103.700058663073,1.41148888506527
"1559","64181","B21","BEF TPE",103.913379238721,1.37657196696011
"1560","43741","B04","BT VIEW SEC SCH",103.751825904038,1.34650455439018
"1561","84429","B04","BKJ 515",103.930132680374,1.33230125062479
"1562","28661","B07","OPP JURONG EAST WAREHSE",103.749408213258,1.33665654406231
"1563","58329","B02","BLK 474",103.816614476748,1.4505212121012
"1564","43249","B07","HILLVIEW APTS",103.761980773158,1.35558693750277
"1565","21409","B03","BLK 191",103.712136746682,1.34340430674604
"1566","77341","B02","OPP BLK 569",103.948472805308,1.3696930008275
"1567","93041","B17","HUA XIN CT",103.93343632368,1.31126731481919
"1568","94019","B08","OPP EVERGREEN AVE",103.935767964639,1.31430767015084
"1569","51071","B21","MACRITCHIE RESERVOIR",103.836062520242,1.34217738505297
"1570","59121","B20","BLK 121",103.829959290554,1.43451248030333
"1571","99079","B02","OPP OLD PIER ROAD",103.979234599271,1.38756263610994
"1572","11199","B02","BLK 15",103.788310854932,1.30834995948861
"1573","99071","B01","AFT OLD PIER RD",103.978366873668,1.3876586633378
"1574","66559","B04","OPP BLK 984A",103.881764071274,1.38188132713361
"1575","66561","B05","BLK 991B",103.882491613779,1.38346630333677
"1576","75381","B01","T5@TAMPINES",103.926572167961,1.37315287997401
"1577","84161","NA","BLK 3",103.932385083304,1.32169036711661
"1578","10519","B01","BLK 4",103.826141974956,1.2916685077428
"1579","22539","B04","JURONG WEST PR SCH",103.69840836029,1.33915139840015
"1580","84251","B02","BLK 99",103.938876691037,1.33347059036913
"1581","24149","B04","AFT JOO KOON CRES",103.67459101234,1.32753833102806
"1582","43129","B03","CASHEW PK CONDO",103.767584545389,1.3716146617488
"1583","18269","B06","BEF REUTERS",103.789170200114,1.29007032757522
"1584","50159","NIL","BEF KIM KEAT LANE",103.853244131186,1.3245925006766
"1585","63319","B07","OPP BLK 634",103.878018640159,1.36922181652492
"1586","44519","B04","BLK 402",103.739763758086,1.37919990229176
"1587","27291","B03","OPP HALL 6",103.686503689391,1.3477908503549
"1588","96109","B04","OPP BLK 3012",103.950685978406,1.33732232428067
"1589","76341","B03","BLK 464",103.95534917042,1.35986794921956
"1590","26251","NIL","BEF TUAS STH AVE 2",103.629732874507,1.31748467337137
"1591","63261","B05","OPP BLK 232",103.889164602318,1.35896831588459
"1592","11579","B01","BLK 158",103.803105667922,1.29255419035165
"1593","44511","B03","BLK 289",103.740526099433,1.37944579970227
"1594","20109","B20","BLK 203",103.7620904048,1.32081369147825
"1595","28391","B03","BLK 501",103.719351119725,1.34985235677101
"1596","54189","B02","BLK 110",103.836784767192,1.37041676900361
"1597","71099","B01","BLK 311",103.903794876501,1.33016905877548
"1598","52181","B02","OPP TOA PAYOH STN",103.846529189149,1.33298301509787
"1599","54429","B01","BLK 561",103.858247158391,1.37036715341415
"1600","84191","NIL","BLK 220 CP",103.935316979115,1.32574681536272
"1601","43201","B01","OPP AUTOBACS",103.764516853254,1.34691011757364
"1602","28339","B04","BLK 252",103.737436887269,1.34266106272491
"1603","14101","B09","OPP KEPPEL DP BLK 517",103.828232903321,1.26832080074782
"1604","48039","B17","LP 159",103.783132920561,1.41073480613196
"1605","31139","NIL","BEF TRACK 33",103.690375697081,1.37211060631415
"1606","41041","B25","CORONATION PLAZA",103.81021162165,1.3240027401548
"1607","46331","B04","BLK 511",103.788157895715,1.43312926227525
"1608","43319","B05","OPP MIDVIEW BLDG",103.757767199918,1.3396198445744
"1609","29091","B06","OPP SIA HUAT",103.752565489621,1.29943537974753
"1610","21311","B14","BEF TRACTOR RD",103.709565061523,1.32326733277586
"1611","75009","NIL","TAMPINES INT",103.943644183581,1.35480189367113
"1612","68091","B01","AFT BAKER ST",103.870736570682,1.4024015195893
"1613","52071","B06","TRELLIS TWRS",103.843904586057,1.32993028109682
"1614","84339","B02","BLK 416",103.930793772393,1.32881023273607
"1615","45141","B01","AFT W'LANDS RD",103.756835771256,1.42486780151577
"1616","44399","B02","OPP BLK 210",103.748593090244,1.38302633176155
"1617","27439","B07","BLK 861",103.69711058243,1.34949196483865
"1618","67531","NIL","BLK 158C",103.906776279811,1.38784129727444
"1619","27441","B10","BET BLKS 757 / 758",103.700749490284,1.35034043156273
"1620","65169","B03","MERDIAN STN EXIT A",103.909214714245,1.39648972155459
"1621","50209","B09","AFT PEGU RD",103.851545864335,1.32394205682535
"1622","23509","B01A","HOE KENG MOTOR",103.695663756631,1.32466909106261
"1623","83341","B03","BLK 102",103.91111125747,1.32546207981702
"1624","81029","B10","AFT LOR 28 GEYLANG",103.884832106506,1.31353840488194
"1625","55039","B45","NCS HUB",103.843762639037,1.38910352565843
"1626","61029","B06","OPP WOODLEIGH PK",103.870506591998,1.33590006872167
"1627","14119","B02","OPP VIVOCITY",103.822408320643,1.26595633707851
"1628","22529","B05","PIONEER STN EXIT B",103.697149552084,1.33777737646579
"1629","59011","B11","BEF SG SELETAR BRIDGE",103.827366692404,1.402089662348
"1630","95129","B01","CHANGI AIRPORT PTB2",103.989161374748,1.35501857254166
"1631","99011","B15","BEF SCH OF COMMANDO",103.97817070741,1.38337679528064
"1632","50201","B10","SHAW PLAZA",103.850945097273,1.32489279890511
"1633","43181","B08","KEMING PR SCH",103.756772527265,1.34654215823878
"1634","58091","B37","SEMBAWANG PK",103.837931648913,1.46213360132895
"1635","21309","B01","AFT JLN PESAWAT",103.710525460274,1.31909023328072
"1636","90061","B14","DUNMAN HIGH SCH",103.882392336666,1.29812758970423
"1637","05023","B04","OPP HONG LIM PK",103.845417104062,1.28697578254299
"1638","33021","B17","OPP NEO TIEW RD",103.703261777411,1.42182779705533
"1639","05131","B01","OPP HONG LIM CPLX",103.845260465425,1.28403522611811
"1640","28481","B02","BLK 306",103.73421101187,1.34609135347074
"1641","60061","NIL","AFT INFINEON",103.87406897613,1.3226927109646
"1642","46579","B05","BLK 154",103.775511076244,1.43489981724034
"1643","56201","B52","AFT MUNSHI ADULLAH AVE",103.832302690952,1.38063156537139
"1644","14299","B01","OPP BLK 27",103.821363205491,1.27488325632663
"1645","67509","B02","OPP BLK 119A",103.904287186517,1.38404192753532
"1646","99161","B08","BEF CHANGI BEACH CP 3",103.993028402903,1.39023250004592
"1647","28401","B07","BLK 502",103.718526821515,1.35066569062205
"1648","63099","B11","BLK 106",103.891002209266,1.35365918680505
"1649","28269","B14","BLK 118",103.735017266959,1.33644570567943
"1650","84449","B01","BLK 509",103.9315434803,1.33329179207425
"1651","64051","B33","BLK 465A",103.897705621279,1.37233345870645
"1652","84459","B02","BET BLKS 705/706",103.918315649983,1.33637380841209
"1653","12051","B05","PINE GR CONDO",103.773623440766,1.31975453125566
"1654","82089","B03A","AFT IPOH LANE",103.894280938947,1.31087051741281
"1655","64339","B02","BLK 602",103.886990028565,1.37140132738681
"1656","44241","B06","OPP LOMPANG RD",103.765908415832,1.3811524276984
"1657","82079","B03","TG KATONG GIRLS' SCH",103.895216081244,1.30798358734874
"1658","28699","B02","OPP UNI-TECH CTR",103.757159864911,1.33572220088344
"1659","44159","B01","BT BATOK FIRE STN",103.75257448153,1.37394051768921
"1660","63131","B03","THE TEMBUSU",103.890309790065,1.36129025511476
"1661","62041","B13","OPP BETHANY PRESBY CH",103.880182514699,1.34821206465064
"1662","78091","B01","OPP DOWNTOWN EAST",103.95624465594,1.37675128234256
"1663","52349","B06","UNITED MEDICARE CTR",103.855354427679,1.33621859360895
"1664","59059","B06","BLK 608",103.834972777674,1.42049134819827
"1665","11061","B09","OPP QUEENSWAY SEC SCH",103.801225294171,1.3027948327754
"1666","11491","B05","OPP QUEENSTOWN PR SCH",103.807681155094,1.29708567722261
"1667","75159","B04","BLK 874",103.931443585369,1.354058832478
"1668","44661","B06","BLK 532",103.765045534202,1.38448366403156
"1669","95131","B09","POLICE PASS OFF",103.999766663771,1.38516736354236
"1670","43139","B01","OPP BT PANJANG PR SCH",103.77025610815,1.3732096165885
"1671","13191","B01","BEF ORCHARD BLVD",103.829912655025,1.30273944775142
"1672","14229","B06","ST. TERESA'S CH",103.828524121523,1.27378733870278
"1673","24529","B04","AFT TUAS AVE 5",103.658233221308,1.31728726512644
"1674","15221","B13","AFT STH BUONA VISTA RD",103.785527636709,1.27945279218391
"1675","55219","B01","BEF ANG MO KIO AVE 9",103.845941065638,1.38562560184237
"1676","14049","B11","OPP BLK 55",103.813009236666,1.27319868828789
"1677","58089","B36","AFT ANDREWS AVE",103.836554016514,1.45873968370133
"1678","44579","B01","AFT BLK 272",103.743516148884,1.37851359369575
"1679","51011","B11","OPP TAN TONG MENG TWR",103.840897431647,1.32776263519085
"1680","55119","B26","BLK 617",103.837914219714,1.37728034098287
"1681","62179","B02","BLK 421",103.874832165667,1.34856912392143
"1682","77049","B10","PASIR RIS TOWN PK",103.951626993662,1.36964829395554
"1683","10051","B01","BLK 149",103.832158144717,1.27742202734359
"1684","64439","B01","BLK 537",103.889549159252,1.37805011035413
"1685","54599","B05","BLK 5056",103.861754997073,1.37495646820514
"1686","55041","B44","OPP UE BIZHUB CTRL",103.846058292583,1.39126392625985
"1687","55321","B11","OPP NANYANG POLY",103.847205252668,1.3783262996732
"1688","55241","B01","AFT YIO CHU KANG RD",103.84067433482,1.38938183547538
"1689","44379","B02","OPP BLK 219",103.772909134049,1.37356347173629
"1690","54469","B21","OPP BLK 649",103.843404303486,1.37718592376371
"1691","57079","B12","KHATIB CAMP",103.825646540869,1.42434359591639
"1692","23451","B01","JURONG SHIPYARD",103.69728901843,1.30397820145906
"1693","42029","B28","AFT SWISS CLUB RD",103.792156500304,1.33325962002683
"1694","48031","B18","LP 162",103.783243710797,1.41111298350261
"1695","93131","B02","OPP EASTERN LAGOON II",103.934150709142,1.31271679495942
"1696","67021","B32","OPP DEDAP RD",103.865568258686,1.3893064340467
"1697","11409","B03","BLK 9",103.79428995856,1.30759937439365
"1698","45299","B06","BLK 702",103.745166580417,1.39137565420025
"1699","84069","B12","BLK 55",103.942110832173,1.325449125553
"1700","23469","B02","OPP TANOTO SHIPYARD",103.696864582965,1.30503150433058
"1701","64241","B02","BLK 308",103.896363804966,1.36715902109967
"1702","59241","B14","BLK 236",103.839198300738,1.43429151566782
"1703","70019","B08","BLK 125",103.881469013019,1.32315554698689
"1704","53141","B10","OPP WHITLEY SEC SCH",103.841339719367,1.35574694223995
"1705","67551","B01","BLK 471A",103.880379432712,1.39587580591739
"1706","75089","B03","BLK 827",103.934119699874,1.34975342158061
"1707","67511","B03","BLK 121E",103.906312157605,1.38604167645598
"1708","92191","B11","OPP CP C3",103.914781506242,1.30247075562312
"1709","28671","B05","ALLIANCE BLDG",103.752292664608,1.33720546381225
"1710","58541","B05","OPP CANBERRA STN",103.830419161455,1.44276396328273
"1711","53029","B04","SHUNFU EST",103.837349881937,1.34929970192585
"1712","60181","B17","AFT MOONSTONE LANE",103.867342789791,1.32701925623607
"1713","43521","B07","BT BATOK DRIVING CTR",103.750122762173,1.36758627776596
"1714","47521","B05","AFT WOODLANDS DR 53",103.798187975217,1.43165187085765
"1715","23239","B12","OPP KEPPEL LOGISTICS",103.674990837788,1.30912287418056
"1716","80009","B06","LOR 1 GEYLANG TER",103.87179631149,1.31039563517239
"1717","32111","NIL","AFT LP 93",103.699667025922,1.39854457292591
"1718","45209","B25","POLICE TACTICAL TRG CAMP",103.766459567126,1.41000359784209
"1719","25781","B01B","OPP SLS",103.63573578465,1.27644340791311
"1720","62229","B05","THE MINTON",103.882135171657,1.35109094712148
"1721","58549","B06","CANBERRA STN",103.830151547802,1.44261062088917
"1722","67559","B02","OPP BLK 471A",103.880970714532,1.39542338259799
"1723","56261","B17","AFT ANG MO KIO AVE 2",103.831802851783,1.36786077431381
"1724","78149","B04","OPP GREENVIEW SEC SCH",103.964151303471,1.36963780039422
"1725","77361","B06","BLK 555",103.951711215355,1.3679435235316
"1726","47529","UNK","BLK 573A",103.798100355932,1.43153133310555
"1727","67099","NIL","BLK 459B",103.869303317869,1.39379687286587
"1728","67091","NIL","OPP BLK 459B",103.868975685132,1.39287636730778
"1729","16039","B22","S'PORE SCIENCE PK II",103.778753431944,1.28795998321931
"1730","46911","B07","OPP BLK 20",103.810258149953,1.4507107811325
"1731","53311","B03","OPP BOSCH",103.841656262652,1.3468537207486
"1732","10391","B04","OPP MELATI BLK 2",103.83126746506,1.27630061306003
"1733","49079","B01","WASON WOOD IND",103.747234219934,1.42933931315012
"1734","54299","B10","OPP BLK 565",103.85826518656,1.36890293149406
"1735","47539","B02","OPP WOODGROVE SEC SCH",103.797979494094,1.42926508487657
"1736","66519","B01","OPP SEAGATE",103.871636211528,1.37740786494577
"1737","78191","B05","AFT BLK 182",103.961828251844,1.36496026009077
"1738","25231","B43","OPP ASIA-PACIFIC BREWERY",103.647459376021,1.33861587298818
"1739","64079","B01","PUNGGOL PK",103.897803018236,1.37498074650084
"1740","59169","B05","BET BLKS 201/202",103.837743775538,1.43045840278722
"1741","67141","B04","BLK 119D",103.903511370008,1.38598644351589
"1742","76339","B03","OPP TAMPINES CHANGKAT CC",103.946999002896,1.34549456361009
"1743","10349","B03","BLK 116",103.82099549359,1.2849173236185
"1744","43709","B06","BLK 644",103.752119247762,1.34874287575351
"1745","14061","B03","OPP FORMER RAILWAY STN",103.838523039856,1.2723584538925
"1746","28389","B02","OPP BLK 515",103.72146825525,1.34648164736658
"1747","62049","B14","AFT PAYA LEBAR CRES",103.880442575256,1.34861175959789
"1748","14509","B01","BLK 92B",103.806826327409,1.27566042499556
"1749","22421","B05","NATL OXYGEN PTE LTD",103.698651395365,1.30778894929724
"1750","17419","NIL","SUNSET WAY P/G",103.765922840519,1.32613562131446
"1751","54339","B06","BLK 422",103.850603436599,1.36780585172454
"1752","45591","UNK","FUCHUN CC",103.775098176192,1.42926994387733
"1753","67451","B02B","BEF BUANGKOK DR",103.889583839956,1.38299195551543
"1754","03071","B03","OPP SO SOFITEL S'PORE",103.849539586706,1.28019703352425
"1755","14071","B05","KEPPEL WORKSHOP",103.833931634746,1.27218228610788
"1756","67269","B08","OPP BLK 203A",103.895066762609,1.38607601141351
"1757","67489","B03","OPP FERNVALE STN",103.876984097457,1.39098435210954
"1758","78089","B03","BLK 405",103.956106183352,1.37367159001542
"1759","24349","B09","KEPPEL SHIPYARD",103.670964530943,1.29552908240885
"1760","21131","B13","BEF JURONG PORT RD",103.718042806601,1.31472803199562
"1761","28039","B04","AFT BOON LAY SUB STN",103.75146118679,1.32805373025887
"1762","48089","B07","UPP SELETAR RESVR",103.807983271779,1.40558223253144
"1763","65269","B09","BLK 162B",103.9146495187,1.39672134118464
"1764","65151","B06","COVE STN EXIT B",103.906767028619,1.39888557190974
"1765","46901","B05","BLK 15",103.809556700335,1.44800559896139
"1766","16169","B07","NUS RAFFLES HALL",103.772672882293,1.30095600257305
"1767","21659","B10","CHINESE GDN",103.724139649488,1.33887492715329
"1768","44679","B04","OPP BLK 502",103.765976693948,1.38357757461209
"1769","54039","B04","BEF AL-MUTTAQIN MQUE",103.845658051981,1.37079358453461
"1770","66121","B01","CHUAN TERR",103.867748641784,1.3624445608392
"1771","76071","B02","BLK 141",103.945179765552,1.34807610005388
"1772","05521","B02","MARITIME HSE",103.840567966839,1.27678871234036
"1773","46711","B03","BEF ADMIRALTY RD WEST",103.800836735284,1.4547330103722
"1774","26119","B02","OPP TRUSSCO PTE LTD",103.653786810546,1.31495339714105
"1775","21689","B26","BLK 200",103.714392297438,1.34247721974749
"1776","63179","B06","BEF TAI SENG CHR CH",103.873941631147,1.35996160989905
"1777","28369","B20","OPP JURONG LAKE",103.727458245558,1.34447244397559
"1778","63041","B23","OPP GLAD TIDINGS CH",103.887620501137,1.36270059529518
"1779","59431","B04","BLK 630",103.837719567803,1.41780667341075
"1780","23391","B03","FAR EAST LEVINGSTON",103.692149123496,1.30481388263668
"1781","56069","B30","BEF TAGORE DR",103.823252235348,1.38529082292298
"1782","01121","B11","STAMFORD PR SCH",103.858784213883,1.30403163346013
"1783","98299","NA","PARC OLYMPIA",103.965476631807,1.35609623690084
"1784","46921","B05","OPP BLK 22",103.810882910879,1.45332608213902
"1785","14201","B03","BLK 110",103.809236909798,1.28164446132991
"1786","22559","B33","OPP BLK 657 CP",103.70096715439,1.33466197783496
"1787","72019","B06","EUNOS MANSIONS",103.905515293374,1.32873511333971
"1788","59301","B24","BLK 731",103.830568979118,1.42855430712525
"1789","10241","B01","GAN ENG SENG SEC SCH",103.82353213924,1.29062589470805
"1790","52021","B14","OPP BLK 1004",103.847790743664,1.34427489123742
"1791","47499","NA","OPP TWINS FOUNTAIN",103.800575459193,1.43083395814204
"1792","47491","NA","TWINS FOUNTAIN",103.800494982712,1.43105778408906
"1793","96071","B03","OPP ITE COLL EAST TEC BLK",103.953210122962,1.33549966409658
"1794","08121","B01","SOMERSET STN",103.838700302912,1.30031770555857
"1795","47509","NA","BLK 583",103.794852902402,1.43033165025283
"1796","44071","B06","BLK 464",103.736287609515,1.3768398905015
"1797","83171","B04","BEF ROSEBURN AVE",103.918969190864,1.31473185902247
"1798","34039","B06","BEF LIM CHU KANG LANE 6",103.70811946049,1.4365815809389
"1799","59129","B19","OPP BLK 121",103.830306348022,1.43493018380022
"1800","49039","B06","ASIA RATTAN",103.75137668956,1.41656279596768
"1801","66009","NIL","SERANGOON INT",103.871739560317,1.35045894073845
"1802","98291","NA","OPP PALM ISLES",103.965174036056,1.35712049797935
"1803","26299","B13","BEF TUAS STH AVE 6",103.625570416073,1.30520068957486
"1804","22549","B35","OPP BLK 655 CP",103.697894770719,1.33465436749545
"1805","52441","B02","BLK 202",103.849805950959,1.34082618404228
"1806","46491","B07","BLK 402",103.771959246122,1.43188989192008
"1807","21349","B07","BEECHAM PTE LTD",103.709222831879,1.3349898562006
"1808","54199","B04","BLK 163",103.837624967137,1.37421972515285
"1809","67049","B27","THE GREENWICH",103.869901515603,1.38775547602359
"1810","32101","NIL","AFT MURAI FARMWAY",103.697439576381,1.38540238593936
"1811","44811","B05","WEST SPRING SEC SCH",103.76058361626,1.38700404231712
"1812","53051","B07","BEF THOMSON PLAZA",103.832374861347,1.35456090486427
"1813","50111","B01","REVIVAL CTR CH",103.846476743583,1.31875896197465
"1814","81049","NIL","AFT LOR 34 GEYLANG",103.887345672745,1.31403862227183
"1815","56019","B20","BEF ANG MO KIO AVE 1",103.82862334635,1.36944222661878
"1816","75231","B06","OPP TEMASEK POLY",103.932816461746,1.3470209208663
"1817","76401","B05","BLK 230B",103.950926051863,1.35494927300033
"1818","43569","B05","BT GOMBAK STADIUM",103.753135212742,1.35736285327305
"1819","67459","B01B","AFT BUANGKOK DR",103.889105394123,1.38293298604692
"1820","58279","B02","OPP BLK 336A CP",103.814541032224,1.44721066069649
"1821","66109","B02","BLK 151",103.87453921793,1.37002255072002
"1822","81231","B01","OPP KH PLAZA",103.881872912546,1.31390795972379
"1823","76099","B05","BLK 285",103.952400945617,1.35024307014292
"1824","14379","B10","BLK 40",103.823773780435,1.27245841618547
"1825","23171","B12","SKK (S) PTE LTD",103.69109818102,1.32790492576894
"1826","22331","B01","JURONG SHIPYARD",103.703131698633,1.30487960190033
"1827","83059","B10","MJD KASSIM",103.912280271038,1.31892828377248
"1828","77319","B04","OPP BLKS 771/772",103.937595748286,1.37552394141491
"1829","59639","NIL","BET BLKS 445/449",103.844114686982,1.42318824643483
"1830","26399","NIL","AFT TUAS VIEW CRES",103.627368948873,1.28951457334692
"1831","83331","B01","KG KEMBANGAN CC",103.912677965543,1.32352807052407
"1832","43841","B01","BLK 324",103.747451677216,1.36196580750865
"1833","27381","B04","BLK 749",103.698589190405,1.34816904668873
"1834","85049","B08","OPP MAN FATT LAM TP",103.951302227569,1.32665061187517
"1835","21341","B08","OPP BEECHAM PTE LTD",103.708965646821,1.33528560309289
"1836","07241","B07","BEF S'GOON RD",103.858958014304,1.31562273581421
"1837","99131","B02","BLK 4",103.987358799322,1.38889746636297
"1838","24359","B07","S'PORE TAKADA IND",103.668566872255,1.29815047221196
"1839","43619","B05","BLK 289E",103.758686240008,1.34394596066114
"1840","66221","B01","OPP PORTCHESTER AVE",103.862623441797,1.3683671374919
"1841","75139","B07","BLK 863",103.936006501583,1.35564249496491
"1842","45221","B32","AFT W'LANDS RD",103.757902490881,1.41190289710519
"1843","75008","NIL","TAMPINES INT",103.943557977271,1.35490228275195
"1844","12039","B02","OPP PANDAN VALLEY CONDO",103.780285338275,1.32103501135487
"1845","64021","B09","BLK 458",103.896635308609,1.37796390294015
"1846","18199","B03","AFT WHITCHURCH RD",103.79413270234,1.2956264242105
"1847","59461","B01","OPP BLK 419",103.846914041657,1.42335487731261
"1848","70181","B05","BLK 36",103.886968495509,1.32881539966378
"1849","67159","B01","KANGKAR STN EXIT A",103.902296331125,1.38442992421254
"1850","97061","B11","CHANGI BAPTIST CH",103.975367737961,1.36586401685915
"1851","46521","B06","MARSILING STN",103.774489734655,1.43241428155921
"1852","45129","B28","S'PORE TURF CLUB",103.758605935918,1.42381465226656
"1853","62119","B10A","AFT SUNSHINE LODGE",103.870985399179,1.34477664847934
"1854","84529","B04","BLK 109",103.934312554662,1.33208252951085
"1855","66031","B05","CARDIFF RESIDENCE",103.865822330773,1.35472188433953
"1856","17289","B05","WEST COAST CC",103.76479427579,1.30234288347215
"1857","24019","B25","LIANG HUAT IND CPLX",103.677353912763,1.32290789623928
"1858","46581","B08","OPP BLK 146",103.773825577968,1.43644323835541
"1859","23501","B02A","AFT PIONEER RD NTH",103.69576715453,1.32452578893652
"1860","97149","B02","AFT VICOM",103.967946157537,1.35185276428158
"1861","19081","B04","OPP ACS BOARDING SCH",103.782854623243,1.30256244820761
"1862","10249","B02","OPP GAN ENG SENG SEC SCH",103.824109367676,1.2909102834543
"1863","64091","B01","HOUGANG PR SCH",103.881482763607,1.37753016950196
"1864","97141","B01","AFT UPP CHANGI RD NTH",103.967941441403,1.35223473084013
"1865","28399","B04","BLK 458",103.719672453144,1.34968115071397
"1866","02119","B02A","OPP WAR MEMORIAL PK",103.855278930189,1.29178460450189
"1867","56081","B33","BEF SLE",103.818223292392,1.39174431121078
"1868","21119","B10","BEF JURONG PIER RD",103.711931999397,1.31398799541228
"1869","18319","B06","OPP UNIVERSITY HALL",103.778003003413,1.2975471758702
"1870","46359","B04","AFT BLK 336",103.782778925688,1.43065159673957
"1871","81031","B11","BLK 134",103.886137060201,1.3158231752479
"1872","64469","B05","OPP BLK 579",103.885603954937,1.37954603840952
"1873","01211","B13","OPP BLK 461",103.860568791361,1.30554905426088
"1874","13021","B01","AFT MIN OF FOREIGN AFFAIRS",103.814350390759,1.30633671658091
"1875","98069","B12","AFT ENGINE TEST FACILITY",103.976727305966,1.37564595847083
"1876","23129","B07","LEROY-SOMER",103.685639819021,1.32468221047592
"1877","10501","B07","BLK 104",103.825221942564,1.28109928559569
"1878","10018","B12","OUTRAM PK STN EXIT F / SGH",103.838693771833,1.2790459105943
