"","BUS_STOP_N","BUS_ROOF_N","LOC_DESC","LONGITUDE","LATITUDE"
"2838","58371","B05","BET BLKS 325/326",103.818822252699,1.4443748247724
"2839","92091","B19","OPP ONE AMBER",103.899298209203,1.30273397703911
"2840","58379","B06","OPP BLK 325",103.81881641243,1.44411469227965
"2841","68099","B02","BEF BAKER ST",103.870653821522,1.40282504533044
"2842","47619","B12","OPP WOODSVALE CONDO",103.807102731822,1.44425055275474
"2843","46651","B04","BLK 550",103.79455597807,1.43298655951283
"2844","22089","B02","NATSTEEL",103.700862210475,1.30590192667119
"2845","62021","B09","WISMA AUPE",103.882585152497,1.34361379995692
"2846","46131","B03","AFT MARSILING LANE",103.777033742617,1.44630871042519
"2847","76101","B08","TAMPINES EAST CC",103.954825094214,1.35310968055171
"2848","23191","B05","OPP S'PORE TPT PTE LTD",103.683592681675,1.31966779099097
"2849","42021","B37","AFT MAPLE AVE",103.792315037406,1.33256205341065
"2850","27519","B04","OPP BLK 974",103.692935444427,1.3400219525529
"2851","14309","B03","BLK 41",103.823117543383,1.27127692771757
"2852","96161","B03","OPP SIMEI STN",103.953470998876,1.34199259742006
"2853","60179","B09","MOM SVCS CTR",103.868317123258,1.32602229839985
"2854","16079","B30","BEF PASIR PANJANG PO",103.770730619069,1.29152398157769
"2855","92161","NIL","AFT KATONG PO",103.896560135737,1.30385790831899
"2856","41011","B21","NUS BT TIMAH CAMPUS",103.818885208438,1.32235231273528
"2857","26279","B09","AFT TUAS STH AVE 4",103.627819906001,1.31131023404934
"2858","53129","B05","OPP MARYMOUNT STN",103.83975331892,1.34961345159983
"2859","16019","B18","HAW PAR VILLA STN",103.782274539751,1.28270020100121
"2860","43811","B01","BEF SUMMERHILL",103.764970885688,1.35836570268784
"2861","16049","B24","WHITEHAVEN",103.777426825113,1.28911790614682
"2862","14429","B04","CP B",103.803689744189,1.26708226458959
"2863","53169","B13","BLK 254",103.842428757054,1.36199791830772
"2864","97161","B03","EDWARDS LIFESCIENCE",103.967766862591,1.34687904516587
"2865","49141","B06","CTRL GRANITE IND",103.743658056934,1.43830539606228
"2866","44231","B04","ZHENGHUA PR SCH",103.769375340734,1.37913720671876
"2867","42061","B45","KING ALBERT PK",103.780331107652,1.33689371059033
"2868","46459","B07","BLK 872",103.789333562625,1.44414142013518
"2869","64559","B01","BLK 830A",103.890831964484,1.37067542414655
"2870","45161","B04","EUROKARS CTR",103.754674987413,1.40270797745164
"2871","84349","B09","FENGSHAN PR SCH",103.932255644559,1.33089367701286
"2872","99099","B05","AFT TURNHOUSE RD",103.9798728482,1.39074033890268
"2873","56209","B51","BEF THOMSON HILLS DR",103.832353699552,1.38027432706114
"2874","59031","B01","OPP YISHUN SPORTS HALL",103.830859946685,1.41283432776609
"2875","54069","B16","OPP BLK 244",103.833973574758,1.36695290062317
"2876","83129","B05","AFT JI XIANG CT",103.910618721703,1.3129942081048
"2877","21021","B08","BEF JURONG PORT RD",103.723702721858,1.32418081448974
"2878","78101","B11","OPP DOWNTOWN EAST",103.953943366038,1.37506190456254
"2879","17239","B01","NTUC FAIRPRICE",103.765839126223,1.31241656857289
"2880","43221","B01","BLK 267",103.760686200933,1.34896033211679
"2881","03211","B01","BEF SHENTON WAY",103.846634151417,1.27302537214739
"2882","27281","B01","HALL 1",103.68785734718,1.34556662413327
"2883","78241","B03","BET BLKS 453/454",103.957600008105,1.37209315081024
"2884","26209","B14","MSD",103.631758691409,1.32697497190306
"2885","26161","B03","3NC S'PORE",103.644841833072,1.32233967238553
"2886","43491","B02","BLK 331",103.747182615996,1.36386388023421
"2887","40011","B01","LITTLE INDIA STN EXIT A",103.849228896076,1.30593235005276
"2888","46931","B01B","OPP W'LANDS SPECTRUM 1",103.807839457602,1.45303642454265
"2889","29099","B05","BEF SIA HUAT",103.752054467484,1.29936499467884
"2890","47151","B09","AFT SCANIA S'PORE",103.803871999283,1.46624244015036
"2891","26059","B09","PAXOCEAN",103.640788431965,1.31672967511708
"2892","24381","B02","GE KEPPEL ENERGY SVCS",103.665336224873,1.30692396957733
"2893","24671","B19","HIAP TECK METAL CO",103.661092869864,1.3096981927864
"2894","40089","B10","OPP STEVENS STN",103.827453100026,1.32050553331938
"2895","21461","B01","BEF TUKANG INNOVATION DR",103.717972676533,1.32731828287003
"2896","21489","B06","OPP GRUNDFOS",103.712698833044,1.32630742890356
"2897","71139","B07","BLK 302",103.901144174732,1.33073368022353
"2898","26249","NIL","BEF TUAS STH AVE 2",103.631041979917,1.32007439308177
"2899","42111","B05","WOH HUP BLDG",103.772570714798,1.34585533395141
"2900","19041","B09","OPP SCH OF SCIENCE & TECH",103.775494973549,1.31231224671276
"2901","62011","B07","AFTER BARTLEY RD",103.883359207975,1.34214849831693
"2902","62019","B08","AFT ROCHDALE RD",103.883743582051,1.34245068362432
"2903","62029","B10","PAYA LEBAR GDNS",103.882745993666,1.3441581481233
"2904","31159","B33","BEF LIM CHU KANG RD",103.69616291229,1.37325131846558
"2905","45009","NIL","BT PANJANG INT",103.763201303841,1.37830313172491
"2906","45469","B04A","BLK 537",103.744252820444,1.39233894278121
"2907","45261","B03","BLK 551",103.743455508442,1.3941791126611
"2908","45341","B03","BLK 604A",103.74542610802,1.39741721775741
"2909","98109","B02","OPP LOYANG PT",103.965812881898,1.3669945961451
"2910","63221","B01","KOVAN HUB",103.885702277546,1.35869893191292
"2911","03041","B01","TELOK AYER STN EXIT A",103.848849836095,1.28191188822226
"2912","98119","B02","LOYANG PT",103.964327648612,1.36717398322361
"2913","43501","B02","OPP BLK 291E",103.754225801356,1.34378619210751
"2914","63029","B20","OPP THE HELPING HAND",103.882271826686,1.35734313281224
"2915","98111","B01","BLK 256 / OPP LOYANG PT",103.964289561209,1.36737672156859
"2916","63021","B19","THE HELPING HAND",103.881489347811,1.35704445566051
"2917","63011","B17","OPP UPP S'GOON SHOP CTR",103.878341662028,1.35440410401414
"2918","98101","B01","LOYANG PT",103.965328442729,1.36713904233253
"2919","25691","B02A","AFT TUAS WEST RD STN",103.639724826346,1.32843138347984
"2920","25801","B02","BEF TUAS STH AVE 7",103.634445049749,1.28442212234883
"2921","44031","B24","AFT BT PANJANG STN",103.762343334545,1.37779433262487
"2922","77169","B03","OPP BLK 742",103.936289844574,1.37686628593545
"2923","77231","B19","MERIDIAN JC",103.93832001584,1.3767679237097
"2924","15189","B02","ASCENT",103.785631187022,1.290742618657
"2925","15181","B01","OPP ASCENT",103.785460239019,1.29104420935489
"2926","18241","B03","OPP DNV GL TECHNOLOGY CTR",103.787012372968,1.29092003172577
"2927","18249","B04","DNV GL TECHNOLOGY CTR",103.786904353563,1.29074219185118
"2928","31151","B34","AFT LIM CHU KANG RD",103.696021528281,1.37360067532828
"2929","65451","B05","BLK 322 CP",103.897531313131,1.41076333758414
"2930","65459","B06","OPP BLK 322 CP",103.897683942685,1.4105207034691
"2931","65499","B02","BLK 259 CP",103.89503116676,1.40457681885942
"2932","28009","NIL","JURONG EAST TEMP INT",103.741860427971,1.33319443393011
"2933","65481","UNK","BEF PUNGGOL DR",103.906097058169,1.40880857752285
"2934","65489","UNK","AFT PUNGGOL DR",103.905684542824,1.40824030057682
"2935","25641","B05","OPP ROCHE SPORE TECH",103.63845897219,1.29620325384503
"2936","10039","B01","BEF HOSP DR",103.836286474524,1.27738051463865
"2937","44181","B02","BLK 802B",103.742920868228,1.37446156568667
"2938","44189","B01","BLK 803",103.742770497728,1.37433593805021
"2939","44909","UNK","BLK 184",103.762434321988,1.38007708085291
"2940","59471","B01","BLK 430B",103.849017652483,1.42118942736104
"2941","59479","B10","OPP BLK 430B",103.84911369742,1.42076025396301
"2942","59589","B02","BLK 505C",103.844677569478,1.41957224775467
"2943","59721","B01A","BLK 816",103.83404491466,1.41180470638866
"2944","59729","B02A","OPP BLK 816",103.833994986768,1.41141994397191
"2945","59741","B05","OPP ORCHID COUNTRY CLUB",103.844551400269,1.41553935432906
"2946","76441","B05A","OPP BLK 345",103.962030992355,1.35221354499367
"2947","03241","B01A","MAPLETREE ANSON",103.84545143355,1.27466001082605
"2948","07351","B05","ARC 380",103.860465191195,1.31355292405632
"2949","10499","NIL","KAMPONG BAHRU BUS TERMINAL",103.833483958925,1.27601331817091
"2950","14219","B06","OPP BLK 114",103.80704808211,1.28219597770241
"2951","14501","B02","OPP BLK 91A",103.806465697837,1.27687993227937
"2952","46381","B09","OPP W'LANDS IND PK D ST 1",103.766827635378,1.42915551532157
"2953","46389","B10","AFT W'LANDS IND PK D ST 1",103.766609071367,1.4293463343532
"2954","46088","B05","BLK 25",103.771078863467,1.44171662098851
"2955","26289","B11","AFT TUAS STH ST 2",103.626822536816,1.30859578536021
"2956","54019","B02","BLK 307A",103.844231281797,1.36625191841458
"2957","93149","B01","SIGLAP LK",103.927944372099,1.30740446864142
"2958","63189","B08","AFT SERANGOON GDN WAY",103.873642348947,1.36129998976822
"2959","01611","B01","AFT RAFFLES HOTEL",103.855417164006,1.29536054037279
"2960","66271","B06","SERANGOON GDN CIRCUS",103.865767760869,1.36401037214702
"2961","66321","B02","BLK 128",103.872514180008,1.36506999775368
"2962","55201","B09","AFT BLK 648",103.844345763401,1.37868737129628
"2963","55209","B10","OPP BLK 646",103.844702142617,1.37858686671425
"2964","56021","B21","OPP SEMBAWANG HILLS FC",103.828442905433,1.37252022462311
"2965","56029","B22","BEF SEMBAWANG HILLS FC",103.828718583697,1.37370440872236
"2966","56011","NIL","BEF ADANA @ THOMSON",103.828229503317,1.36837217422715
"2967","19039","B08","DOVER STN EXIT B",103.778848380997,1.31159391179002
"2968","19031","B07","DOVER STN EXIT A",103.778341497959,1.31126654513071
"2969","40079","B08","BEF SWISS COTTAGE EST",103.829961551897,1.31970865979476
"2970","47759","NIL","BLK 694C",103.805788274744,1.43910993202264
"2971","76519","B02","BET BLKS 524B/523D",103.939216993605,1.35928112032379
"2972","42079","UNK","OPP PEI HWA PRESBY PR SCH",103.7770513163,1.33919403516483
"2973","67761","B02A","OPP BLK 326D",103.887534819542,1.39601331046933
"2974","58319","B07","BLK 357C",103.818000732763,1.44979492059602
"2975","75279","B12","OPP BLK 721",103.936072315561,1.3605819569671
"2976","58229","B01A","BLK 358A CP",103.816198995469,1.44862167283782
"2977","58221","B02A","BLK 339 CP",103.816965357706,1.44855129267211
"2978","58119","B06A","BLK 502A",103.821044437053,1.4509526014756
"2979","58321","B01","BET BLKS 357/359",103.816099726539,1.45018281545659
"2980","74039","B34","BEF JLN SAM KONG SI",103.925873986023,1.36712435695802
"2981","76541","NIL","CITYLIFE@TAMPINES",103.940632557001,1.36024963248327
"2982","74031","B33","AFT JLN SAM KONG SI",103.925484736116,1.36763125162413
"2983","67769","B01A","BLK 326D",103.887709945463,1.39612573732919
"2984","75289","B14","OPP BLKS 741/742",103.933482394213,1.36058233064007
"2985","82111","B10","OPP TG KATONG CPLX",103.893787708705,1.31615554700348
"2986","58259","B05","OPP SUN PLAZA",103.81889682637,1.44773651545939
"2987","16111","NIL","ARIES",103.782644106716,1.28715855710396
"2988","59759","B08","THE SHAUGHNESSY",103.846240782399,1.41748861937095
"2989","59751","B07","OPP THE SHAUGNESSY",103.845828137172,1.4173559622773
"2990","59749","B06","ORCHID COUNTRY CLUB",103.844353049486,1.4150519151484
"2991","25671","B01","BEF OFFSHORE MARINE CTR",103.641673316471,1.29431480714468
"2992","25689","B28","AFT TUAS WEST AVE",103.636984540823,1.33213293595376
"2993","25681","B27","BEF TUAS WEST AVE",103.636887017008,1.33275792450258
"2994","45599","UNK","OPP FUCHUN CC",103.774586536471,1.42907659253523
"2995","48131","UNK","S'PORE ZOO",103.789355575731,1.40457216023673
"2996","52049","B01","BLK 19",103.859966035113,1.32732762081609
"2997","52059","B03","OPP BLK 65",103.85821125942,1.32791890067382
"2998","59731","B03","BLK 512A",103.841425458682,1.41411622599865
"2999","59739","B04","OPP BLK 512A",103.842236368823,1.41409969770251
"3000","59761","B03D","BLK 504C",103.843265168584,1.41847998478149
"3001","42991","B13A","BEF HILLVIEW STN EXIT B",103.766926680317,1.3615881474634
"3002","43453","B17","BEF PIE",103.738472418213,1.34789547762754
"3003","43452","B15A","AFT BT BATOK WEST AVE 3",103.738577953462,1.34850133851378
"3004","43991","B03A","OPP BLK 635A",103.756378608689,1.38631935074337
"3005","25701","B02B","GLAXOSMITHKLINE",103.627682579027,1.29571944699073
"3006","25709","B01B","EDGEN MURRAY",103.62728606219,1.29564238161063
"3007","59621","B02B","Bet Blks 318A/318B",103.843920993044,1.43423127210467
"3008","65391","UNK","BLK 672A",103.912488397052,1.40593113610297
"3009","65399","UNK","BLK 670A",103.912579684189,1.4056621824005
"3010","26101","B02","BASF STH EAST ASIA",103.638231809342,1.32685071849178
"3011","26091","B04","ROTARY ENGRG",103.636167125597,1.32465398587587
"3012","46981","B13","W'DLANDS STN STN EXIT 2",103.793310328672,1.4275491847696
"3013","46989","B14","W'DLANDS STH STN EXIT 1",103.792188555611,1.42807561928623
"3014","47751","NIL","BLK 691D",103.805785776204,1.43928723847841
"3015","59771","NIL","BLK 469B",103.852172980612,1.42414397895171
"3016","27401","B01","OPP BLK 821",103.694209316426,1.34735737465373
"3017","18201","B01","MEDIA CAMPUS",103.793108833282,1.29491675638825
"3018","58991","NIL","BLK 767",103.834873318095,1.42428703005673
"3019","83279","B01","AFT CARMEN ST",103.925003043156,1.31888244115043
"3020","54501","B10","OPP AMK IND PK 2",103.862093499408,1.37775540972218
"3021","45059","B16","OPP DA DI GLASS",103.756274024708,1.40317706631444
"3022","45041","B13","Thong Huat Bros  Pte Ltd",103.755484721467,1.40035910490917
"3023","45049","B14","Opp Yew Tee Ind Est Blk 1",103.755026908599,1.39773560509379
"3024","45031","B11","Yew Tee Ind Est",103.75428467552,1.39651796627129
"3025","45039","B12","Opp Yew Tee Ind Est",103.754386652468,1.39590198258023
"3026","45379","B02","Yew Mei Green Condo",103.751867762419,1.39472044784355
"3027","45371","B01","Opp Yew Mei Green Condo",103.751982747258,1.39521887804249
"3028","45021","B09","Heavy Veh Pk",103.753912701502,1.39335061410623
"3029","45029","B10","Opp Heavy Veh Pk",103.754210765269,1.39340504330127
"3030","45011","B07","Aft Yew Tee Flyover",103.754636937699,1.38974374841882
"3031","44061","B05","Bef Yew Tee Flyover",103.755369948724,1.38797495674861
"3032","45019","B08","Bef Yew Tee Flyover",103.755585733344,1.3882336588561
"3033","45079","B20","Aft Mandai Rd",103.755937814551,1.41024751385677
"3034","45071","B19","Bef Mandai Rd",103.755642563162,1.40959006812985
"3035","45061","B17","Opp Mandai Est",103.756011009374,1.4068487730528
"3036","45069","B18","AFT MANDAI EST",103.756340228877,1.40607966197242
"3037","45051","B15","DA DI GLASS",103.756005505652,1.40340323594389
"3038","45489","B01A","BEF CHOA CHU KANG LK",103.751994915634,1.39388763504988
"3039","45461","B03A","BLK 540",103.74362060705,1.39267047631844
"3040","46479","B03","BLK  774",103.798574596095,1.44806224063751
"3041","46471","B04","OPP BLK 773",103.797648214303,1.44800157561852
"3042","49091","B03","OPP KRANJI WTR RECLAM PT.",103.756392564502,1.42750475731658
"3043","49099","B02A","AFT KRANJI WTR RECLAIM PLT",103.756595072695,1.42758819951118
"3044","59779","NIL","OPP YISHUN ST 43",103.852358425271,1.42384535593589
"3045","64099","B02","HOUGANG SEC SCH",103.881588476793,1.37782345238641
"3046","64251","B03","HOUGANG SEC SCH",103.882290770491,1.3771510609403
"3047","64089","B02","OPP HOUGANG 1",103.88019856841,1.37608295684443
"3048","64081","B01","HOUGANG 1/ OPP BLK 931A",103.880075392549,1.37595610521813
"3049","25771","B01","AFT TUAS STH ST 7",103.632386560024,1.27424103816948
"3050","25821","B26","TUAS AMENITY CTR",103.651752717714,1.31819885454484
"3051","25661","B02A","BEF TUAS BAY LK",103.639929609882,1.29337983409897
"3052","25669","B01A","AFT TUAS BAY LK",103.639511668249,1.29334391021356
"3053","25719","B01C","THE INDEX",103.624852787705,1.28900836603216
"3054","25711","B02C","OPP THE INDEX",103.625139994207,1.28877293939592
"3055","25741","B03","HALLIBURTON",103.62720095882,1.28045276370929
"3056","30119","NIL","BLK 804B",103.739827764694,1.37300911776824
"3057","30111","NIL","BLK 804B",103.742924322957,1.3724882056475
"3058","30129","NIL","OPP BLK 805D",103.74413958916,1.37190883531001
"3059","30121","NIL","BLK 805D",103.744725390745,1.37210865593004
"3060","30109","NIL","OPP BLK 485A",103.73827707427,1.37373016427375
"3061","30101","NIL","BLK 485D",103.73865223519,1.37383881232934
"3062","40309","B05","OPP BLK 451A",103.743027668844,1.35368263591888
"3063","21059","B18","AFT PENJURU RD",103.730072851182,1.31197235608485
"3064","21051","B17","BEF PENJURU RD",103.730481753875,1.31227290861995
"3065","24701","NIL","TUAS CRES STN EXIT B",103.649114921585,1.3213485870439
"3066","24709","NIL","TUAS CRES STN EXIT A",103.648996566422,1.32080589334766
"3067","24711","B29","TUAS WEST RD STN EXIT B",103.6400192997,1.32991382915041
"3068","24719","B30","TUAS WEST RD STN EXIT A",103.639277777017,1.32998423821007
"3069","25539","B04","FUJIFILM",103.644988587758,1.33230910348056
"3070","25531","B03","ST KINETICS",103.645158275478,1.33231964478897
"3071","25541","B05","PEC",103.647777534853,1.32982773541976
"3072","25549","B06","CAST LABORATORIES",103.647572837168,1.32985140856221
"3073","25551","B01","GARMCO",103.645913901649,1.32548757333813
"3074","25559","B02","LEE WELDED MESH",103.645898196874,1.32567133842325
"3075","25561","B10","INVISTA",103.637539857957,1.31822512783951
"3076","25569","B09","OPP INVISTA",103.637271130213,1.3182430525162
"3077","25579","B07","WEST STAR",103.634881252597,1.31553407303788
"3078","25571","B08","OPP WEST STAR",103.635193660899,1.3153158757686
"3079","25589","B04","CROWN EQUIPMENT",103.648411095282,1.32835805393338
"3080","65381","NIL","PUNGGOL SEC SCH",103.909835152483,1.40216015120829
"3081","65389","NIL","OPP PUNGGOL SEC SCH",103.909949449222,1.40204504857765
"3082","25599","B04","WYETH PHARMACEUTICALS",103.635620562787,1.30952893220577
"3083","25591","B03","OPP WYETH PHARMACEUTICALS",103.635182593062,1.31019923721802
"3084","25601","B02","PFIZER GLOBAL",103.634574533425,1.3012996309138
"3085","25609","B01","MERCK SHARP & DOHME",103.634387647219,1.30159560409295
"3086","25611","B04","OPP WESTLINK TWO",103.63297235851,1.29754491411465
"3087","25621","B06","STARDUST ENGRG",103.631891246725,1.29443330515556
"3088","25631","B08","CONTAINER CONNECTIONS",103.631395077024,1.29015522859293
"3089","28379","B22","AFT JURONG WEST ST 51",103.724070066161,1.34514766421476
"3090","65531","B01","BLK 226A",103.893610027505,1.40242457769161
"3091","65539","B02","BLK 224A",103.893600987624,1.40221496865379
"3092","40351","B08","BLK 461C",103.740934032646,1.3550241990279
"3093","40359","B07","OPP BLK 461C",103.741061450228,1.35539221639971
"3094","40311","B09","BLK 439C",103.738988340281,1.35726838008054
"3095","44999","B10A","BEF YEW TEE FLYOVER",103.754508338674,1.39134280216114
"3096","45491","B01","BEF CHOA CHU KANG NTH 5",103.752902694858,1.3941477775517
"3097","25791","B01A","BEF TUAS STH AVE 10",103.636137136913,1.28207506820079
"3098","25819","B02A","OPP BEYONICS TECHNOLOGY",103.643558984329,1.33251732845898
"3099","25811","B01A","SIEM SENG HING",103.642864623654,1.33197764770203
"3100","40191","B01","AFT DRAYCOTT PK",103.830367481057,1.31267266601683
"3101","40199","B02","AFT BALMORAL RD",103.831943786768,1.31259834397647
"3102","25651","B01","NOVARTIS",103.635471620432,1.29941416389541
"3103","25761","B03","OPP REC S'PORE",103.624293284195,1.27510675219082
"3104","40341","B07","BEF BLK 440A",103.738863768888,1.35460709068433
"3105","40349","B08","BLK 461",103.739421508721,1.35488994134872
"3106","40321","NIL","DULWICH COLLEGE",103.739449351188,1.35173327420656
"3107","40329","B06","MILLENIAL INSITUTE",103.739707571234,1.35097955249985
"3108","40369","B10","OPP BLK 438A",103.741535407609,1.35764799568857
"3109","40361","B09","BLK 438A",103.740880669695,1.35728617937542
"3110","43339","UNK","BLK 148",103.743823036603,1.34908150568684
"3111","44881","UNK","Blk816B",103.74843170058,1.37573968939021
"3112","40339","B02","BLK 448B",103.740883774347,1.35342532113451
"3113","44591","B02","BLK 490B",103.742011963051,1.37547792527417
"3114","44599","B01","BET BLKS 801B/801C",103.742268732716,1.37541476522291
"3115","59509","B02","OPP BLK 871",103.83759849715,1.4124018154266
"3116","65371","B16","BLK 682A",103.916298319995,1.40296745829082
"3117","65379","B15","BLK 661A",103.916471399795,1.40289806091969
"3118","76279","B01","BLK 491C",103.955160601216,1.36199786677112
"3119","30041","B18","OPP HOME TEAM ACADEMY",103.721955258612,1.37462171088379
"3120","30049","B17","HOME TEAM ACADEMY",103.72375216833,1.37433092028285
"3121","28041","B05","THE SYNERGY",103.748209365031,1.33013245593417
"3122","28049","B06","OPP THE SYNERGY",103.748156914572,1.33071050523062
"3123","28059","B08","NG TENG FONG GENERAL HOSP",103.745813761605,1.33259933602745
"3124","46859","B02","BLK 608A",103.797402338824,1.43628756418154
"3125","20281","B23","OPP THE JAPANESE SEC SCH",103.754648633217,1.31241373458578
"3126","17339","B22","BLK 518",103.758512086012,1.30785240813154
"3127","17331","B21","OPP BLK 518",103.758376230323,1.3074671496148
"3128","17329","B20","BLK 705",103.760478429693,1.30519202326175
"3129","17321","B19","TIEN WAH PRESS BLDG",103.760305801903,1.30486273909492
"3130","52309","NIL","OPP BLK 35",103.854269354682,1.33384715556925
"3131","17319","B18","BLK 716",103.762193527229,1.30205303042173
"3132","20289","B24","THE JAPANESE SEC SCH",103.755078247748,1.31248078252922
"3133","52301","NIL","BLK 35",103.854631708965,1.33409748956647
"3134","52339","B04","OPP BLK 26",103.855746411267,1.33279951759052
"3135","52331","B03","BLK 27",103.855828935897,1.33250702071179
"3136","67369","B02","BLK 306 CP",103.888251505159,1.39081667816204
"3137","46319","B01","OPP BLK 18",103.780310686401,1.4423043132766
"3138","46311","B02","BLK 18",103.780518654724,1.44235530271346
"3139","62141","B15","OPP BLK 1",103.875188152368,1.3515079374918
"3140","84589","B01","BEF NEW UPP CHANGI RD",103.919541739046,1.32303096724259
"3141","84581","B02","OPP BEDOK STH NPC",103.919419249773,1.32387685285303
"3142","96411","UNK","OPP EIGHTRIUM",103.963794299668,1.33782068583127
"3143","70259","B06","MACPHERSON STN EXIT B",103.890790736509,1.32506296074846
"3144","20149","B18","BLK 408",103.749024263946,1.31791268453128
"3145","20141","B17","OPP BLK 408",103.748656960089,1.31775063124394
"3146","65411","B02","HORIZON PR SCH",103.913864840935,1.39954598310779
"3147","65429","B03","GREENDALE PR SCH",103.912130354432,1.39682797847407
"3148","65419","B01","OPP HORIZON PR SCH",103.913936549367,1.39936239536582
"3149","65461","B07","BLK 312 CP",103.901609474164,1.40970846871185
"3150","65469","B08","BLK 310B",103.900726950396,1.40998988782612
"3151","46309","B02","OPP PROGEN BLDG",103.782797664838,1.44304321904195
"3152","58261","UNK","VISIONAIRE",103.827099499094,1.44720948344593
"3153","58269","UNK","OPP VISIONAIRE",103.827486088832,1.44720804888226
"3154","27071","NIL","NANYANG CRES HALLS",103.684355970865,1.35498389946963
"3155","84169","NA","OPP BLK 3",103.932073662824,1.32224215917125
"3156","66551","B03","BLK 984",103.881385884573,1.38163626209142
"3157","72149","B08","SHUN LI IND PK",103.911652493656,1.33834232070869
"3158","72141","B07","BARTLEY BIZ CTR",103.911537550923,1.33854355894501
"3159","72131","B05","OPP TECH VIEW",103.909993130051,1.33787485024298
"3160","72139","B06","TECH VIEW",103.909123562423,1.33737502822008
"3161","01411","B09","OPP ST JOHN HQ",103.862958087411,1.30212475938813
"3162","67759","UNK","COMPASSVALE INT",103.897162576749,1.39112063747639
"3163","01311","B01","LAVENDER STN EXIT B",103.862222041944,1.30715267608475
"3164","01319","B02","LAVENDER STN EXIT A / ICA",103.863271591499,1.30755053463644
"3165","95909","B10","Aft Somapah Rd",103.960494144929,1.33843778584938
"3166","95901","B09","Bef Simei Rd",103.960209435786,1.33863614546387
"3167","96449","B02","SUTD",103.963967577062,1.339828229922
"3168","96441","B01","OPP SUTD",103.962870296777,1.33951521283824
"3169","96041","B10A","Upp Changi Stn/opp SUTD",103.961262031915,1.34163089776462
"3170","96049","B05","Upp Changi Stn/SUTD",103.961393493281,1.34075938226305
"3171","20139","B16","OPP ANGLISS BLDG",103.752062052482,1.3158098799215
"3172","20131","B15","S'PORE FOOD INDUSTRIES BLDG",103.75179814553,1.31564194195944
"3173","65191","B01","BEF PUNGGOL RD",103.905453694584,1.3951833423365
"3174","59319","B25","BLK 729",103.832002734539,1.4261852803332
"3175","43771","B10","OPP BLK 433B",103.741420149696,1.36207744251312
"3176","43779","B09","BLK 433C",103.741678366944,1.36186756420547
"3177","45131","B31","OPP KRANJI STN",103.761049726804,1.42515550775238
"3178","45139","B30","KRANJI STN",103.761748854253,1.42522537286661
"3179","44339","B02","BLK 442D",103.771172665193,1.38093803715449
"3180","43061","B15","HILLVIEW STN",103.767372724514,1.36312299628968
"3181","67381","B13","BLK 326 CP",103.888526092909,1.39458637443602
"3182","67389","B14","BLK 317B",103.888643551404,1.39424229414765
"3183","67391","B11","BLK 333B",103.891520822429,1.39421882436847
"3184","67399","B12","BLK 325 CP",103.891595935413,1.39387448294188
"3185","67421","B01","CHENG LIM STN EXIT B",103.892162444632,1.396578467303
"3186","64729","B02","CHENG LIM STN EXIT A",103.891959772092,1.39694696361383
"3187","64301","B04","BLK 325",103.899069668623,1.36728538985993
"3188","64309","B03","OPP BLK 321",103.899225268782,1.36700232434107
"3189","44049","B02","OPP JUNCTION 10",103.760974034865,1.3809461249884
"3190","77291","B01","BLK 753",103.934758058458,1.37740305419015
"3191","92219","B03","OPP CHIJ KATONG CONVENT",103.916689438782,1.30647060588243
"3192","92229","B01","BLK 53",103.916059410975,1.3050144746197
"3193","59711","B04A","BLK 672C",103.842795451816,1.41823104152408
"3194","59719","B03A","OPP BLK 672C",103.84228752739,1.41766585383026
"3195","28029","B02","8 @ TRADEHUB 21",103.754454467748,1.32687661709178
"3196","17179","B16","CLEMENTI STN",103.765444918033,1.31519578528341
"3197","77129","B04","PASIR RIS PK",103.943748175249,1.38396377995375
"3198","96051","B11","Opp Changi Ct",103.961956847472,1.34377015069444
"3199","96059","B12","Changi Ct",103.962179219447,1.34346722728413
"3200","17259","B04","OPP BLK 460",103.767466994255,1.3108959430068
"3201","67701","B01","AFT BLK 467B",103.877382114777,1.39843148598114
"3202","17251","B03","BLK 460",103.767449552429,1.31147552046629
"3203","84571","B04","OPP BLK 55",103.918608509485,1.32662289561788
"3204","96389","B01A","OPP CHANGI CITY PT",103.962236477596,1.33306623550507
"3205","75411","B09","BEF TAMPINES FIRE STN",103.928993820226,1.35608646504767
"3206","75419","B10","AFT TAMPINES AVE 5",103.929247360747,1.35570253033822
"3207","75401","B11","AFT TAMPINES AVE 1",103.926630051597,1.35174405487016
"3208","75409","B12","THE SONTORINI",103.927323641521,1.35218490186513
"3209","75469","B01","OPP REEBONZ BLDG",103.933186813887,1.36631005006311
"3210","75461","B02","REEBONZ BLDG",103.933586065229,1.36593853652631
"3211","96419","UNK","EIGHTRIUM",103.963844260781,1.33755918162166
"3212","01113","B09","BUGIS STN EXIT B",103.856162544935,1.30123887919286
"3213","01059","B08","BUGIS STN EXIT A",103.856414529964,1.30109991135003
"3214","65561","UNK","WATERWAY PRI SCH",103.919109015565,1.39888630019908
"3215","65569","UNK","OPP WATERWAY PRI SCH",103.919245948951,1.39859628794067
"3216","67641","UNK","BER ANCHORVALE ST",103.893390239614,1.39783348177505
"3217","67649","UNK","AFT ANCHORVALE ST",103.893272941473,1.3979165089299
"3218","65549","B02","AFT SUMANG LANE",103.891038767315,1.40353966283299
